site,sector,country,tls_version,key_exchange,cdn,attribution
siriusxm.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
uregina.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ccohs.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
canspace.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
metered.ca,web,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
brocku.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
glassdoor.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
canadiangeographic.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
clubrunner.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",Microsoft (Azure),No PQC
blacksun.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
parl.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
affirm.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
thewalrus.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
leslibraires.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
citizenlab.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
interac.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
medallia.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
homehardware.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
remax.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
thetyee.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
athabascau.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
wightman.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
primus.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
rds.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
domainsatcost.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
chl.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
carfax.ca,web,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
uwinnipeg.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
olg.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
easydns.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
gov.ab.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
gettyimages.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
cafepress.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
internic.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
poshmark.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
zolo.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
uquebec.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
spreadshirt.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
d2cmedia.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
canada411.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
votresite.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
revenuquebec.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
vevor.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
opentable.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
smartcanucks.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cmha.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
penguinrandomhouse.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
uqac.ca,web,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
ebgames.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
ceo.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
zohocloud.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
cargurus.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
pagesjaunes.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
webdomaine.ca,web,CANADA,TLSv1.2,"X25519, 253 bits",OVH,No PQC
instacart.ca,web,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
newegg.ca,web,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
nrc.ca,web,CANADA,TLSv1.3,"ECDH, secp521r1, 521 bits",Self-hosted,No PQC
google.com.au,web,AUSTRALIA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
smh.com.au,web,AUSTRALIA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
unimelb.edu.au,web,AUSTRALIA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
nsw.gov.au,web,AUSTRALIA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ventraip.net.au,web,AUSTRALIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
hln.be,web,BELGIUM,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
google.be,web,BELGIUM,TLSv1.3,X25519MLKEM768,Google,PQC own effort
vrt.be,web,BELGIUM,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
cnnbrasil.com.br,web,BRAZIL,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
acesso.gov.br,web,BRAZIL,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
jusbrasil.com.br,web,BRAZIL,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
alura.com.br,web,BRAZIL,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
eye4.cn,web,CHINA,TLSv1.3,"X25519, 253 bits",Alibaba Cloud,No PQC
vivo.com.cn,web,CHINA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
vinted.fr,web,FRANCE,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lequipe.fr,web,FRANCE,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
leboncoin.fr,web,FRANCE,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ddnss.de,web,GERMANY,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
bund.de,web,GERMANY,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
kicker.de,web,GERMANY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
zalando.de,web,GERMANY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
gst.gov.in,web,INDIA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
uidai.gov.in,web,INDIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
kahoot.it,web,ITALY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
gazzetta.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Google,No PQC
poste.it,web,ITALY,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
ebay.it,web,ITALY,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
dmm.co.jp,web,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
tbs.co.jp,web,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
itmedia.co.jp,web,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
hotpepper.jp,web,JAPAN,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
google.co.jp,web,JAPAN,TLSv1.3,X25519MLKEM768,Google,PQC own effort
inven.co.kr,web,KOREA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
ppomppu.co.kr,web,KOREA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
flic.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
google.co.kr,web,KOREA,TLSv1.3,X25519MLKEM768,Google,PQC own effort
mercadolibre.com.mx,web,MEXICO,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
caliente.mx,web,MEXICO,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
www.gob.mx,web,MEXICO,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
google.com.mx,web,MEXICO,TLSv1.3,X25519MLKEM768,Google,PQC own effort
nu.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
ad.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
marktplaats.nl,web,NETHERLANDS,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
deltafibernederland.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
glasvezelactiveren.nl,web,NETHERLANDS,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
finn.no,web,NORWAY,TLSv1.3,"X25519, 253 bits",Google,No PQC
vg.no,web,NORWAY,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
dagbladet.no,web,NORWAY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
google.no,web,NORWAY,TLSv1.3,X25519MLKEM768,Google,PQC own effort
nrk.no,web,NORWAY,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
olx.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
interia.pl,web,POLAND,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
mediaexpert.pl,web,POLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
otomoto.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
librus.pl,web,POLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
telecid.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
selectel.ru,web,RUSSIA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
netangels.ru,web,RUSSIA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
leroymerlin.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
eltiempo.es,web,SPAIN,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
xvideos.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
xnxx.es,web,SPAIN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
aftonbladet.se,web,SWEDEN,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
toyhou.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
loopia.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
haxx.se,web,SWEDEN,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
curl.se,web,SWEDEN,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
admin.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
komikindo.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
threema.ch,web,SWITZERLAND,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
hostpoint.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
cern.ch,web,SWITZERLAND,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
turkiye.gov.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
sozcu.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
google.com.tr,web,TURKEY,TLSv1.3,X25519MLKEM768,Google,PQC own effort
hurriyet.com.tr,web,TURKEY,TLSv1.3,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
amazon.com.tr,web,TURKEY,TLSv1.3,"X25519, 253 bits",Amazon CloudFront,No PQC
www.gov.uk,web,UK,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
service.gov.uk,web,UK,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
rightmove.co.uk,web,UK,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
thinkific.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
coveo.com,tech,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
journaldemontreal.com,media,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ecobee.com,tech,CANADA,TLSv1.3,"X25519, 253 bits",Imperva (Incapsula),No PQC
thescore.com,media,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
vidyard.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
financialpost.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
faire.com,tech,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
torontosun.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
vancouversun.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
unbounce.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cohere.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
journaldequebec.com,media,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
later.com,tech,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
ottawacitizen.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
clio.com,tech,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
dailyhive.com,media,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
calgaryherald.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
winnipegfreepress.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Automattic,No PQC
blogto.com,media,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
edmontonjournal.com,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
thespec.com,media,CANADA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
castanet.net,media,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
narcity.com,media,CANADA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
jeancoutu.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
lakeheadu.ca,university,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
sportinglife.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
marks.com,retail,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
vistaprint.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
redcross.ca,hospital,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
trentu.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
uleth.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
londondrugs.com,retail,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
realcanadiansuperstore.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
jysk.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
bnc.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
payworks.ca,tech,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
tsc.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
princessauto.com,retail,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
albertaparks.ca,gov,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
thechronicleherald.ca,media,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
descartes.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
saveonfoods.com,retail,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
viu.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Fastly,No PQC
nuvei.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
loblaw.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
mta.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
uqtr.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
fortnine.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
leons.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
gianttiger.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
start.ca,telco,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
uline.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
kent.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
svpsports.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
fizz.ca,telco,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cps.ca,hospital,CANADA,TLSv1.3,"X25519, 253 bits",OVH,No PQC
heartandstroke.ca,hospital,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
mtroyal.ca,university,CANADA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
bluecross.ca,bank,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
canac.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
bmr.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
cpacanada.ca,bank,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
foodbasics.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ontariocourts.ca,gov,CANADA,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
tbaytel.net,telco,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
alzheimer.ca,hospital,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
laura.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
etsmtl.ca,university,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Sucuri,No PQC
pharmaprix.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
superc.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
virginmobile.ca,telco,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
decathlon.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
unbc.ca,university,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
intelcom.ca,transport,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
ontarioparks.ca,gov,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
meteo.gc.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
diabetes.ca,hospital,CANADA,TLSv1.2,"X25519, 253 bits",Microsoft (Azure),No PQC
investia.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
statcan.ca,gov,CANADA,TLSv1.2,"ECDH, secp521r1, 521 bits",Microsoft (Azure),No PQC
pcfinancial.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
scc-csc.ca,gov,CANADA,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
crea.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
iheartradio.ca,media,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Akamai,No PQC
laurentian.ca,university,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
flyflair.com,transport,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
transunion.ca,bank,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
equifax.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
osc.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
gg.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
ebox.ca,telco,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
cihi.ca,hospital,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
kpu.ca,university,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
blood.ca,hospital,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
macewan.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
sencanada.ca,gov,CANADA,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
nofrills.ca,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
kinaxis.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
xplore.ca,telco,CANADA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
coquitlam.ca,gov,CANADA,TLSv1.2,"ECDH, secp384r1, 384 bits",Microsoft (Azure),No PQC
admtl.com,transport,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
douglascollege.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
fanshawec.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
wawanesa.com,bank,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
fidelity.ca,bank,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Amazon (AWS),No PQC
interiorhealth.ca,hospital,CANADA,TLSv1.2,"X25519, 253 bits",Fastly,No PQC
altitude-sports.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
rcmp-grc.gc.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
langara.ca,university,CANADA,TLSv1.3,X25519MLKEM768,Fastly,PQC via provider
kitchener.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
oakville.ca,gov,CANADA,TLSv1.2,"ECDH, secp384r1, 384 bits",Self-hosted,No PQC
kelowna.ca,gov,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
jobber.com,tech,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
harryrosen.com,retail,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
camosun.ca,university,CANADA,TLSv1.3,"X25519, 253 bits",Google,No PQC
vaughan.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
laval.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Cloudflare,No PQC
manulifebank.ca,bank,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
guelph.ca,gov,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
barrie.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
richmondhill.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Microsoft (Azure),No PQC
edwardjones.ca,bank,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Cloudflare,No PQC
exo.quebec,transport,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
freshco.com,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
cadth.ca,hospital,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
flyeia.com,transport,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
halifaxstanfield.ca,transport,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
waterloo.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
ci.com,bank,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
execulink.ca,telco,CANADA,TLSv1.3,"X25519, 253 bits",Self-hosted,No PQC
abbotsford.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
longos.com,retail,CANADA,TLSv1.3,"X25519, 253 bits",Akamai,No PQC
cambridge.ca,gov,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
cbsa-asfc.gc.ca,gov,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Self-hosted,No PQC
sinaihealth.ca,hospital,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
oxio.ca,telco,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
grt.ca,transport,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
economical.com,bank,CANADA,TLSv1.3,X25519MLKEM768,Imperva (Incapsula),PQC via provider
easyfinancial.com,bank,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
williamoslerhs.ca,hospital,CANADA,TLSv1.3,"X25519, 253 bits",Azure Front Door,No PQC
transitapp.com,transport,CANADA,TLSv1.3,X25519MLKEM768,Cloudflare,PQC via provider
novuscom.net,telco,CANADA,TLSv1.2,"X25519, 253 bits",Self-hosted,No PQC
nscc.ca,university,CANADA,TLSv1.2,"DH, 2048 bits",Self-hosted,No PQC
hay.net,telco,CANADA,TLSv1.3,X25519MLKEM768,Self-hosted,PQC own effort
ontariohealth.ca,hospital,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Amazon CloudFront,No PQC
calgarytransit.com,transport,CANADA,TLSv1.3,"ECDH, prime256v1, 256 bits",Azure Front Door,No PQC
marineatlantic.ca,transport,CANADA,TLSv1.2,"X25519, 253 bits",Cloudflare,No PQC
aeroportdequebec.com,transport,CANADA,TLSv1.3,X25519MLKEM768,Amazon (AWS),PQC via provider
hollandbloorview.ca,hospital,CANADA,TLSv1.3,"X25519, 253 bits",Amazon (AWS),No PQC
yqb.ca,transport,CANADA,TLSv1.3,"ECDH, secp521r1, 521 bits",Microsoft (Azure),No PQC
toyota.ca,retail,CANADA,TLSv1.3,X25519MLKEM768,Amazon CloudFront,PQC via provider
ford.ca,retail,CANADA,TLSv1.2,"ECDH, prime256v1, 256 bits",Fastly,No PQC
